domanialite,arrondissement,libelle_francais,genre,espece,circonference_cm,hauteur_m,stade_de_developpement
2,5,3,3,3,68.0,6.0,2
1,7,4,4,4,195.0,16.0,3
1,15,4,4,4,70.0,8.0,2
1,5,18,17,21,60.0,7.0,1
1,2,2,2,2,64.0,8.0,3
8,8,4,4,4,135.0,16.0,3
1,2,4,4,4,97.0,13.0,3
6,7,4,4,4,160.0,12.0,3
1,2,4,4,4,105.0,11.0,3
1,15,4,4,4,215.0,25.0,3
3,19,1,1,16,128.0,15.0,3
1,7,4,4,4,255.0,15.0,3
1,6,4,4,4,100.0,10.0,3
2,13,1,1,416,20.0,5.0,1
1,3,5,5,5,110.0,10.0,3
1,12,53,47,71,70.0,8.0,3
1,4,10,10,14,90.0,8.0,3
1,15,2,2,8,30.0,5.0,1
1,6,4,4,4,40.0,8.0,1
2,11,42,25,14,60.0,4.0,3
2,11,6,6,9,95.0,20.0,3
1,18,20,19,23,40.0,5.0,3
1,23,23,22,14,200.0,20.0,4
1,4,5,5,5,115.0,12.0,3
1,8,18,17,21,75.0,6.0,1
2,3,6,6,9,145.0,15.0,3
1,11,5,5,14,30.0,7.0,1
1,10,4,4,4,35.0,5.0,1
2,11,1,1,16,30.0,7.0,1
1,9,10,10,12,69.0,10.0,2
1,23,4,4,4,20.0,5.0,1
1,18,1,1,15,45.0,5.0,1
4,7,28,27,50,48.0,5.0,2
1,7,4,4,4,120.0,20.0,3
1,5,4,4,4,200.0,17.0,3
1,6,46,42,56,65.0,8.0,2
2,6,18,17,21,25.0,5.0,1
1,6,35,32,44,115.0,9.0,3
1,12,5,5,29,45.0,7.0,2
1,5,2,2,2,96.0,9.0,3
1,1,1,1,70,95.0,8.0,2
1,4,41,38,11,55.0,8.0,1
1,12,4,4,4,120.0,18.0,3
2,4,7,7,7,115.0,10.0,3
1,14,6,6,170,20.0,5.0,1
1,17,4,4,4,35.0,6.0,1
1,2,19,18,22,45.0,6.0,1
2,20,92,79,284,24.0,4.0,1
2,22,2,2,2,60.0,7.0,2
1,2,4,4,4,127.0,15.0,3
1,18,4,4,4,205.0,25.0,3
1,1,5,5,78,70.0,7.0,1
1,5,2,2,2,118.0,12.0,3
1,3,4,4,4,80.0,10.0,3
1,13,5,5,27,101.0,13.0,3
1,10,5,5,29,88.0,16.0,3
1,15,4,4,4,60.0,5.0,2
1,2,2,2,8,30.0,5.0,1
5,8,4,4,4,170.0,8.0,3
2,2,1,1,16,120.0,16.0,3
1,4,4,4,18,25.0,6.0,1
1,6,1,1,1,100.0,10.0,2
1,13,5,5,27,75.0,8.0,2
1,22,4,4,4,145.0,15.0,3
1,3,1,1,1,115.0,10.0,3
1,6,6,6,14,95.0,12.0,2
1,2,2,2,2,128.0,13.0,3
1,6,21,20,24,15.0,3.0,1
1,15,18,17,21,100.0,10.0,3
1,8,26,25,40,80.0,5.0,3
1,3,4,4,4,60.0,5.0,2
2,13,83,72,113,20.0,7.0,2
1,12,5,5,27,100.0,15.0,3
1,2,4,4,4,110.0,16.0,3
1,3,7,7,7,80.0,10.0,3
5,8,22,21,25,65.0,12.0,2
3,7,1,1,70,15.0,5.0,1
1,1,5,5,27,110.0,7.0,2
3,7,2,2,2,170.0,17.0,3
3,7,1,1,1,270.0,20.0,3
2,2,2,2,2,233.0,21.0,4
1,15,53,47,71,65.0,5.0,1
1,9,4,4,4,51.0,8.0,2
3,17,2,2,2,97.0,13.0,3
1,11,187,10,424,60.0,7.0,2
2,7,19,18,22,25.0,5.0,1
6,1,2,2,2,155.0,15.0,3
1,8,19,18,22,60.0,10.0,2
1,7,5,5,27,55.0,6.0,2
1,3,1,1,1,85.0,10.0,2
1,6,4,4,18,40.0,5.0,2
1,17,29,28,14,97.0,14.0,3
1,2,4,4,4,76.0,13.0,3
2,7,89,76,124,20.0,3.0,1
1,9,29,28,424,87.0,12.0,3
6,18,87,25,121,65.0,7.0,3
2,7,5,5,27,70.0,8.0,3
1,11,4,4,4,120.0,18.0,3
1,22,4,4,4,85.0,12.0,3
1,12,41,38,11,65.0,8.0,3
1,5,4,4,4,120.0,13.0,3
1,13,5,5,5,194.0,22.0,4
1,17,18,17,21,66.0,9.0,3
2,5,2,2,2,214.0,17.0,4
1,3,4,4,4,105.0,10.0,3
1,2,2,2,2,182.0,17.0,3
1,1,4,4,4,90.0,10.0,2
1,4,4,4,4,145.0,16.0,3
1,12,4,4,4,55.0,8.0,3
2,18,7,7,7,110.0,15.0,3
2,1,111,94,185,62.0,9.0,2
1,13,7,7,7,135.0,15.0,3
2,17,1,1,15,12.0,4.0,1
1,2,2,2,2,113.0,14.0,3
1,5,1,1,16,65.0,10.0,3
1,3,5,5,5,55.0,5.0,2
5,8,18,17,21,10.0,9.0,2
1,17,29,28,14,116.0,14.0,3
1,11,2,2,2,90.0,13.0,1
1,6,14,14,5,45.0,5.0,1
5,12,5,5,5,90.0,10.0,2
1,12,5,5,5,105.0,10.0,3
2,15,26,25,63,40.0,5.0,2
1,4,5,5,5,95.0,10.0,3
1,10,2,2,2,87.0,9.0,3
1,21,4,4,4,63.0,9.0,3
3,19,47,44,134,160.0,14.0,3
1,5,7,7,7,95.0,10.0,3
2,17,5,5,29,45.0,5.0,1
2,2,52,20,190,20.0,3.0,1
1,3,7,7,7,150.0,10.0,3
1,12,5,5,5,75.0,10.0,3
1,12,2,2,2,102.0,12.0,3
1,5,4,4,4,135.0,15.0,3
1,6,22,21,25,65.0,5.0,2
1,3,4,4,4,50.0,10.0,2
1,3,4,4,4,205.0,15.0,3
1,13,4,4,4,140.0,20.0,4
1,8,5,5,5,100.0,15.0,3
1,11,6,6,14,50.0,8.0,1
1,4,29,28,14,35.0,10.0,1
1,6,4,4,4,165.0,15.0,4
6,7,21,20,24,10.0,1.0,1
2,3,20,19,23,30.0,5.0,2
1,3,4,4,4,85.0,10.0,3
1,22,2,2,2,85.0,9.0,3
1,4,2,2,8,50.0,6.0,2
1,17,4,4,4,100.0,13.0,3
2,5,81,70,62,65.0,8.0,2
2,17,4,4,4,56.0,9.0,2
1,12,5,5,27,100.0,12.0,3
1,17,4,4,4,35.0,5.0,1
1,6,29,28,424,40.0,7.0,1
2,22,2,2,2,225.0,10.0,4
1,5,2,2,2,123.0,15.0,3
6,7,26,25,40,60.0,3.0,2
1,12,2,2,2,50.0,10.0,2
1,5,5,5,5,80.0,10.0,2
1,2,18,17,21,26.0,4.0,1
3,16,2,2,2,170.0,25.0,3
1,1,7,7,7,65.0,6.0,1
1,8,19,18,22,60.0,8.0,2
5,19,24,23,26,175.0,10.0,3
1,5,7,7,7,50.0,6.0,2
3,17,50,45,66,92.0,11.0,3
1,3,5,5,27,100.0,10.0,3
2,13,26,25,54,75.0,9.0,2
3,7,58,50,14,60.0,10.0,3
1,2,18,17,21,52.0,7.0,3
2,12,33,25,39,18.0,2.0,1
6,12,5,5,14,90.0,12.0,2
1,3,4,4,4,85.0,10.0,3
1,13,24,23,26,40.0,6.0,1
1,5,85,74,116,68.0,5.0,2
6,6,2,2,2,150.0,15.0,3
2,12,5,5,43,90.0,12.0,3
1,3,2,2,14,130.0,10.0,3
3,7,127,106,62,67.0,7.0,2
2,6,9,9,45,103.0,10.0,3
6,22,2,2,2,120.0,12.0,3
1,18,51,46,67,110.0,15.0,3
5,3,10,10,12,120.0,5.0,3
3,24,4,4,4,25.0,7.0,1
1,9,4,4,4,20.0,5.0,1
1,5,26,25,147,59.0,6.0,1
1,14,4,4,4,90.0,15.0,3
1,2,2,2,2,20.0,5.0,1
1,14,24,23,26,40.0,5.0,2
1,3,6,6,161,45.0,5.0,1
1,13,8,8,10,75.0,8.0,2
2,5,19,18,130,9.0,2.0,1
3,16,4,4,18,60.0,8.0,2
7,6,56,20,14,90.0,5.0,3
1,12,4,4,4,130.0,12.0,3
3,1,5,5,27,45.0,5.0,1
1,10,5,5,29,45.0,5.0,2
1,6,4,4,18,240.0,25.0,4
6,6,2,2,2,70.0,7.0,2
1,6,4,4,4,130.0,15.0,3
2,1,3,3,3,61.0,8.0,3
1,15,4,4,4,115.0,15.0,3
1,5,4,4,4,33.0,7.0,1
2,2,64,55,87,68.0,8.0,3
2,13,7,7,7,105.0,9.0,2
4,7,5,5,27,80.0,10.0,2
5,3,23,22,183,200.0,20.0,3
2,9,10,10,12,210.0,13.0,4
1,1,24,23,26,65.0,10.0,1
1,4,4,4,28,50.0,10.0,2
3,19,20,19,23,36.0,5.0,1
1,1,18,17,21,85.0,7.0,1
4,13,22,21,25,53.0,11.0,3
3,16,1,1,16,175.0,20.0,3
2,17,10,10,42,50.0,6.0,1
6,6,2,2,2,90.0,12.0,3
2,4,7,7,7,55.0,6.0,1
1,6,7,7,7,80.0,10.0,2
1,5,2,2,8,35.0,6.0,1
1,2,7,7,7,97.0,8.0,3
1,11,5,5,43,150.0,20.0,3
1,7,7,7,7,80.0,6.0,2
1,3,4,4,4,110.0,14.0,3
2,4,3,3,3,163.0,12.0,3
3,19,1,1,92,141.0,11.0,3
1,18,7,7,7,90.0,15.0,3
1,10,2,2,2,55.0,8.0,1
1,17,2,2,2,26.0,5.0,1
2,5,1,1,1,250.0,21.0,4
1,1,1,1,1,135.0,10.0,2
3,7,127,106,62,35.0,5.0,1
1,14,7,7,7,85.0,10.0,3
2,17,10,10,42,70.0,7.0,2
4,7,23,22,11,100.0,8.0,1
1,3,4,4,4,70.0,10.0,3
1,11,2,2,2,160.0,17.0,3
1,5,4,4,4,42.0,6.0,1
5,8,24,23,26,70.0,7.0,2
1,6,5,5,29,75.0,12.0,2
1,2,2,2,2,118.0,13.0,3
1,13,27,26,34,128.0,16.0,3
5,6,24,23,26,55.0,5.0,1
1,10,1,1,15,55.0,9.0,2
1,18,18,17,21,70.0,5.0,2
1,17,4,4,4,80.0,10.0,3
2,13,26,25,345,40.0,4.0,2
3,7,75,63,100,35.0,4.0,2
1,7,8,8,10,55.0,10.0,2
6,23,5,5,29,20.0,5.0,1
1,25,4,4,4,25.0,5.0,1
2,5,9,9,11,50.0,5.0,1
5,7,23,22,80,250.0,20.0,4
1,25,4,4,4,60.0,10.0,2
1,11,5,5,14,40.0,7.0,1
1,13,2,2,8,145.0,10.0,3
2,4,3,3,3,63.0,9.0,3
2,7,2,2,2,280.0,18.0,3
2,23,2,2,2,175.0,18.0,4
1,4,5,5,5,86.0,8.0,3
1,8,4,4,28,130.0,15.0,3
1,8,4,4,4,195.0,25.0,4
2,5,3,3,3,99.0,9.0,3
6,1,2,2,2,130.0,15.0,3
3,16,10,10,12,140.0,12.0,3
1,3,4,4,4,115.0,10.0,3
5,8,5,5,29,115.0,8.0,3
2,5,79,67,127,50.0,10.0,3
3,7,1,1,16,120.0,12.0,3
1,12,4,4,4,130.0,15.0,3
6,15,19,18,22,50.0,8.0,2
1,11,4,4,4,110.0,14.0,3
1,2,2,2,2,104.0,14.0,3
2,4,6,6,170,65.0,8.0,2
1,2,2,2,2,139.0,14.0,3
1,6,187,28,424,66.0,7.0,2
1,12,5,5,5,135.0,12.0,3
1,6,4,4,4,135.0,17.0,3
1,15,5,5,5,70.0,5.0,2
1,11,1,1,16,25.0,5.0,1
1,7,15,15,19,20.0,5.0,1
1,2,2,2,2,91.0,11.0,3
1,17,4,4,4,36.0,6.0,1
2,5,64,55,87,20.0,2.0,1
6,1,1,1,14,20.0,3.0,1
2,1,3,3,3,118.0,17.0,3
1,8,25,24,31,35.0,2.0,1
1,5,4,4,4,130.0,13.0,3
2,4,5,5,5,160.0,14.0,3
3,16,38,35,47,55.0,5.0,1
1,4,4,4,28,55.0,10.0,1
2,5,6,6,9,25.0,4.0,1
1,6,7,7,7,145.0,16.0,3
1,12,1,1,16,100.0,10.0,3
2,6,7,7,7,205.0,18.0,3
1,12,76,65,101,55.0,7.0,3
1,14,6,6,64,90.0,5.0,3
1,2,4,4,4,129.0,16.0,3
6,7,5,5,29,125.0,10.0,3
1,18,4,4,4,95.0,10.0,3
1,2,2,2,2,48.0,7.0,1
1,6,35,32,44,120.0,10.0,3
6,15,1,1,15,50.0,7.0,2
1,7,5,5,5,90.0,10.0,3
1,7,26,25,40,85.0,5.0,3
1,1,2,2,187,150.0,10.0,3
8,6,4,4,4,120.0,10.0,3
2,12,2,2,2,180.0,8.0,3
1,11,5,5,5,140.0,10.0,2
1,6,4,4,4,120.0,20.0,3
6,9,7,7,7,97.0,10.0,3
1,12,2,2,2,165.0,15.0,3
6,6,26,25,40,55.0,5.0,2
1,12,2,2,2,80.0,10.0,3
2,17,1,1,82,135.0,14.0,3
2,12,26,25,40,105.0,5.0,3
1,3,2,2,2,95.0,10.0,3
2,22,2,2,2,120.0,10.0,3
1,3,5,5,43,140.0,15.0,3
1,11,2,2,2,170.0,20.0,3
1,17,2,2,2,140.0,11.0,3
3,7,37,34,14,55.0,10.0,3
4,17,4,4,4,115.0,14.0,3
2,22,2,2,2,45.0,6.0,1
2,13,29,28,148,45.0,8.0,2
1,4,4,4,4,85.0,14.0,3
2,9,26,25,40,20.0,3.0,1
1,1,2,2,2,90.0,10.0,2
1,8,10,10,12,100.0,10.0,3
1,7,5,5,27,125.0,10.0,3
1,8,2,2,2,60.0,6.0,2
1,5,187,25,131,40.0,5.0,2
1,2,29,28,14,144.0,16.0,3
6,5,21,20,24,60.0,7.0,2
1,2,2,2,2,220.0,12.0,3
2,12,2,2,8,100.0,7.0,2
1,12,7,7,7,60.0,6.0,3
1,17,7,7,7,140.0,15.0,3
1,7,4,4,4,110.0,8.0,3
2,17,26,25,40,61.0,5.0,2
2,17,1,1,145,19.0,4.0,1
1,4,4,4,28,110.0,12.0,3
1,2,2,2,2,132.0,13.0,3
1,13,27,26,34,81.0,10.0,2
2,8,7,7,7,110.0,10.0,3
1,3,4,4,4,95.0,10.0,2
1,6,5,5,27,65.0,10.0,2
2,18,7,7,7,70.0,10.0,2
1,13,19,18,22,25.0,4.0,1
2,9,1,1,16,93.0,8.0,3
1,11,2,2,2,90.0,9.0,2
2,4,5,5,14,150.0,15.0,3
3,24,47,43,57,35.0,6.0,1
1,25,5,5,29,115.0,10.0,3
1,13,7,7,7,123.0,18.0,4
2,5,2,2,8,63.0,6.0,1
6,12,30,18,36,15.0,1.0,1
1,13,27,26,34,60.0,10.0,2
1,1,5,5,5,145.0,12.0,3
2,17,43,39,97,33.0,5.0,1
2,3,14,14,5,110.0,10.0,3
1,6,2,2,2,150.0,15.0,3
1,3,187,17,424,35.0,5.0,1
1,4,5,5,5,40.0,7.0,1
2,5,34,31,91,33.0,3.0,1
1,11,187,10,424,85.0,12.0,2
1,17,2,2,2,140.0,15.0,3
2,1,101,84,247,35.0,4.0,1
1,12,29,28,14,80.0,8.0,3
1,8,5,5,5,95.0,15.0,3
3,16,4,4,18,240.0,30.0,3
2,17,19,18,130,16.0,2.0,1
1,8,14,14,5,110.0,10.0,3
1,6,4,4,14,75.0,8.0,2
1,7,15,15,19,25.0,5.0,1
3,19,2,2,2,199.0,18.0,3
1,3,4,4,4,150.0,15.0,3
5,3,39,36,48,295.0,15.0,4
6,6,66,57,59,20.0,5.0,1
1,7,1,1,15,35.0,5.0,1
1,5,1,1,1,125.0,15.0,3
2,13,1,1,1,50.0,8.0,3
1,18,5,5,5,80.0,10.0,2
2,14,1,1,15,76.0,8.0,2
2,17,7,7,7,150.0,16.0,3
1,17,4,4,4,56.0,7.0,2
6,17,5,5,14,71.0,12.0,3
1,6,16,10,20,30.0,4.0,1
1,12,5,5,5,90.0,10.0,3
3,19,1,1,1,115.0,6.0,2
6,18,2,2,2,50.0,8.0,2
2,13,24,23,26,90.0,18.0,2
2,12,84,73,115,30.0,3.0,1
1,20,4,4,4,77.0,11.0,3
1,11,5,5,43,45.0,9.0,1
1,22,4,4,4,30.0,6.0,1
1,18,4,4,4,130.0,20.0,3
1,9,24,23,26,68.0,12.0,3
1,5,4,4,4,55.0,9.0,1
1,8,4,4,28,195.0,20.0,4
1,17,4,4,4,60.0,8.0,2
1,5,2,2,2,118.0,10.0,3
1,8,7,7,7,92.0,12.0,3
1,18,4,4,4,100.0,20.0,3
1,5,4,4,4,64.0,15.0,1
1,12,8,8,10,65.0,8.0,3
1,6,4,4,4,35.0,5.0,1
1,1,4,4,4,200.0,15.0,3
3,19,10,10,12,80.0,5.0,2
5,7,1,1,109,140.0,15.0,3
1,18,4,4,4,45.0,5.0,1
2,17,15,15,19,35.0,5.0,2
2,5,2,2,2,210.0,18.0,4
1,2,4,4,4,102.0,12.0,3
1,10,8,8,10,76.0,10.0,3
1,11,4,4,4,195.0,20.0,3
1,11,5,5,43,145.0,15.0,3
1,13,8,8,10,93.0,12.0,2
3,7,1,1,1,135.0,16.0,3
1,17,78,25,102,28.0,5.0,1
1,13,27,26,34,102.0,12.0,3
3,16,23,22,11,95.0,15.0,2
1,12,4,4,4,40.0,6.0,1
1,12,5,5,5,75.0,10.0,3
1,8,1,1,15,110.0,20.0,3
2,11,6,6,9,55.0,9.0,2
3,16,1,1,1,125.0,15.0,3
1,8,26,25,63,60.0,8.0,2
1,13,1,1,15,41.0,7.0,1
3,16,58,50,136,100.0,3.0,3
1,21,46,42,56,70.0,5.0,3
1,1,4,4,4,145.0,13.0,3
1,3,59,51,75,40.0,5.0,1
1,22,4,4,4,90.0,15.0,3
1,2,4,4,4,101.0,14.0,3
2,7,24,23,26,105.0,12.0,3
1,17,4,4,4,93.0,12.0,3
1,3,7,7,7,125.0,10.0,3
1,8,4,4,4,60.0,6.0,3
2,1,4,4,4,180.0,15.0,3
1,3,5,5,5,130.0,10.0,3
2,17,24,23,26,23.0,3.0,1
1,7,26,25,54,20.0,5.0,1
1,7,10,10,42,100.0,10.0,3
1,8,7,7,7,85.0,10.0,3
1,1,16,10,20,80.0,7.0,1
2,8,50,45,66,80.0,6.0,2
1,10,5,5,43,175.0,20.0,3
1,7,7,7,7,95.0,10.0,3
1,1,18,17,21,95.0,6.0,1
6,12,30,18,36,35.0,6.0,1
6,18,2,2,2,115.0,12.0,3
2,17,9,9,103,53.0,5.0,2
1,10,1,1,195,27.0,5.0,1
1,10,4,4,18,255.0,25.0,3
1,12,5,5,5,120.0,12.0,3
1,9,4,4,4,233.0,25.0,4
1,3,4,4,4,70.0,10.0,3
1,11,2,2,2,200.0,20.0,3
1,14,6,6,64,85.0,10.0,3
2,11,43,39,97,85.0,9.0,4
2,17,1,1,145,40.0,5.0,1
2,5,9,9,11,48.0,5.0,2
2,2,2,2,2,310.0,27.0,4
1,2,18,17,21,49.0,7.0,2
1,20,4,4,4,128.0,17.0,3
1,12,6,6,30,90.0,8.0,3
1,13,4,4,4,148.0,18.0,3
3,13,78,25,102,20.0,3.0,1
2,1,20,19,23,30.0,5.0,1
1,5,52,20,122,41.0,6.0,1
1,11,2,2,2,70.0,8.0,1
1,5,4,4,4,264.0,22.0,4
1,2,2,2,2,64.0,7.0,3
1,6,1,1,15,20.0,4.0,1
1,8,5,5,5,90.0,10.0,2
1,17,7,7,7,120.0,14.0,3
1,15,19,18,22,25.0,5.0,1
1,25,4,4,4,55.0,10.0,2
1,2,2,2,2,111.0,8.0,3
1,25,6,6,9,85.0,10.0,2
2,11,9,9,11,80.0,10.0,3
1,15,4,4,4,225.0,20.0,3
1,12,7,7,7,70.0,10.0,3
1,5,4,4,4,232.0,23.0,4
1,4,5,5,5,110.0,15.0,3
1,4,5,5,5,105.0,10.0,3
1,2,4,4,4,66.0,11.0,3
2,17,24,23,26,31.0,5.0,1
1,5,1,1,1,145.0,20.0,4
2,11,1,1,16,60.0,8.0,3
1,4,2,2,2,120.0,18.0,3
2,2,46,42,56,59.0,7.0,3
1,12,4,4,4,155.0,15.0,3
2,1,22,21,25,116.0,16.0,3
5,8,5,5,14,120.0,8.0,3
2,5,1,1,1,123.0,11.0,3
1,12,7,7,7,90.0,10.0,3
1,10,5,5,29,20.0,3.0,1
1,8,5,5,5,75.0,8.0,2
2,7,86,8,120,15.0,4.0,1
1,3,2,2,14,125.0,10.0,3
1,11,6,6,14,70.0,8.0,1
2,5,19,18,130,12.0,2.0,1
1,5,2,2,2,92.0,16.0,3
2,11,1,1,1,15.0,3.0,1
2,1,8,8,10,43.0,7.0,2
6,23,2,2,2,110.0,11.0,2
3,7,127,106,62,20.0,1.0,1
2,11,1,1,16,80.0,10.0,3
1,1,2,2,2,30.0,5.0,1
1,7,22,21,25,50.0,5.0,1
1,3,4,4,4,20.0,30.0,1
2,1,7,7,7,110.0,18.0,2
3,7,1,1,1,200.0,15.0,3
1,17,4,4,4,63.0,12.0,2
1,18,7,7,7,110.0,10.0,3
1,4,4,4,28,70.0,12.0,2
1,11,5,5,43,120.0,20.0,3
1,18,4,4,4,80.0,10.0,3
2,11,24,23,26,15.0,3.0,1
1,1,1,1,1,95.0,8.0,2
1,8,2,2,2,100.0,10.0,3
1,11,7,7,7,70.0,10.0,2
1,1,5,5,43,105.0,8.0,2
1,7,4,4,4,95.0,10.0,2
2,17,27,26,34,35.0,5.0,1
1,9,1,1,1,110.0,10.0,3
1,18,4,4,4,50.0,5.0,2
5,8,5,5,29,125.0,12.0,3
1,8,4,4,28,30.0,5.0,1
1,5,4,4,4,125.0,17.0,3
2,5,20,19,23,35.0,4.0,2
1,6,26,25,40,90.0,12.0,3
1,1,7,7,7,90.0,5.0,2
1,11,6,6,14,75.0,11.0,2
1,5,5,5,29,92.0,12.0,3
1,6,4,4,4,75.0,10.0,2
1,5,7,7,7,40.0,5.0,1
2,1,2,2,2,315.0,20.0,4
1,13,1,1,15,53.0,7.0,2
2,3,8,8,10,70.0,10.0,2
3,7,2,2,2,235.0,20.0,3
1,7,7,7,7,65.0,8.0,2
2,7,35,32,44,25.0,4.0,1
1,3,6,6,30,70.0,5.0,2
1,8,44,40,53,20.0,5.0,1
3,24,5,5,29,160.0,15.0,3
1,3,1,1,14,50.0,5.0,2
2,12,39,36,60,195.0,25.0,3
1,5,2,2,2,86.0,7.0,3
1,5,4,4,4,50.0,9.0,2
2,7,1,1,15,40.0,4.0,1
2,7,24,23,26,105.0,14.0,2
1,1,7,7,7,65.0,6.0,1
5,17,74,62,11,65.0,5.0,2
2,5,73,61,98,56.0,4.0,2
1,5,4,4,4,32.0,5.0,1
1,13,22,21,25,74.0,8.0,1
1,8,10,10,12,105.0,18.0,3
1,11,1,1,16,140.0,11.0,3
1,25,18,17,21,90.0,10.0,2
1,6,26,25,40,120.0,8.0,3
2,9,1,1,1,88.0,9.0,2
3,1,47,44,62,30.0,5.0,1
4,13,4,4,4,127.0,12.0,3
6,7,21,20,24,10.0,2.0,1
1,2,4,4,4,121.0,15.0,3
1,8,7,7,7,70.0,5.0,2
3,19,2,2,2,195.0,20.0,3
3,19,2,2,2,205.0,20.0,3
1,2,2,2,2,35.0,4.0,1
2,3,43,39,52,60.0,10.0,2
1,4,4,4,28,120.0,13.0,3
3,7,3,3,3,75.0,5.0,3
2,2,49,25,63,55.0,7.0,2
1,1,65,56,88,105.0,5.0,2
2,4,7,7,7,80.0,7.0,3
5,7,37,34,166,125.0,10.0,3
1,3,4,4,4,105.0,10.0,3
6,8,1,1,82,100.0,9.0,3
1,2,2,2,2,59.0,7.0,2
1,7,7,7,7,85.0,10.0,3
2,18,19,18,22,25.0,5.0,1
1,7,4,4,4,65.0,5.0,2
1,4,4,4,28,80.0,15.0,2
1,8,6,6,9,80.0,10.0,2
1,1,5,5,27,60.0,6.0,1
1,13,24,23,26,94.0,10.0,2
1,8,4,4,4,58.0,6.0,2
1,1,41,38,11,35.0,5.0,1
1,10,5,5,27,100.0,15.0,3
1,18,4,4,4,150.0,20.0,3
1,5,2,2,2,64.0,9.0,2
1,13,24,23,26,45.0,8.0,1
1,7,7,7,7,125.0,15.0,3
1,7,22,21,25,150.0,15.0,3
1,10,5,5,27,21.0,4.0,1
1,6,4,4,4,90.0,20.0,3
6,5,2,2,8,49.0,6.0,2
2,11,1,1,15,30.0,6.0,1
2,13,24,23,26,95.0,17.0,3
1,7,4,4,4,230.0,18.0,4
1,4,7,7,7,70.0,7.0,2
2,1,13,13,17,60.0,6.0,1
1,22,4,4,4,240.0,25.0,4
2,17,43,39,97,31.0,5.0,1
1,13,2,2,2,170.0,10.0,3
1,13,7,7,7,120.0,15.0,4
1,4,4,4,28,75.0,14.0,3
1,6,4,4,4,180.0,20.0,4
2,11,29,28,14,20.0,5.0,1
1,5,5,5,5,77.0,10.0,3
1,12,27,26,95,35.0,7.0,2
1,6,2,2,8,70.0,10.0,2
1,8,4,4,28,35.0,5.0,1
3,19,37,34,14,91.0,7.0,3
2,1,1,1,16,70.0,10.0,2
6,6,53,47,71,50.0,10.0,2
1,5,5,5,29,80.0,12.0,3
1,10,2,2,8,134.0,16.0,3
1,12,4,4,4,90.0,15.0,3
1,10,8,8,10,80.0,12.0,3
3,7,1,1,1,140.0,12.0,3
1,8,26,25,40,50.0,6.0,2
1,11,5,5,5,80.0,9.0,1
2,4,2,2,2,250.0,17.0,4
1,6,4,4,4,125.0,20.0,3
2,5,47,43,57,90.0,7.0,3
1,15,4,4,4,70.0,10.0,3
1,7,5,5,27,75.0,8.0,3
1,4,2,2,8,55.0,8.0,3
6,12,1,1,1,155.0,14.0,3
1,6,5,5,27,60.0,10.0,2
1,2,2,2,2,130.0,16.0,3
3,13,1,1,1,135.0,12.0,3
2,8,50,45,66,55.0,6.0,2
1,12,5,5,5,185.0,12.0,3
1,11,4,4,4,85.0,12.0,2
1,6,18,17,21,25.0,5.0,1
1,7,5,5,5,45.0,6.0,2
2,2,20,19,23,80.0,9.0,3
1,8,7,7,7,90.0,10.0,3
1,21,4,4,4,90.0,15.0,3
1,5,7,7,7,80.0,9.0,3
1,4,5,5,5,30.0,5.0,1
1,8,4,4,28,80.0,12.0,3
1,3,1,1,16,80.0,10.0,3
1,17,4,4,4,83.0,13.0,2
1,21,7,7,7,44.0,5.0,1
3,13,182,155,415,10.0,1.0,1
1,8,1,1,16,100.0,10.0,3
1,13,22,21,25,115.0,10.0,3
1,5,7,7,7,80.0,9.0,3
1,17,23,22,11,140.0,16.0,3
3,16,10,10,12,40.0,8.0,1
2,18,24,23,26,95.0,7.0,3
1,6,5,5,29,80.0,12.0,3
6,6,1,1,1,80.0,12.0,2
1,12,7,7,7,70.0,10.0,3
3,19,152,127,302,90.0,5.0,3
2,7,18,17,21,180.0,15.0,3
1,3,4,4,4,45.0,10.0,2
1,12,4,4,4,85.0,12.0,3
1,6,4,4,4,110.0,10.0,2
1,5,4,4,4,113.0,14.0,3
1,1,7,7,7,150.0,10.0,3
6,6,20,19,23,100.0,8.0,2
1,3,4,4,4,125.0,10.0,3
6,18,30,18,36,10.0,2.0,1
2,3,43,39,52,50.0,10.0,2
1,6,2,2,2,120.0,10.0,2
2,17,16,10,20,26.0,4.0,1
1,13,12,12,14,83.0,12.0,2
5,8,18,17,21,10.0,10.0,2
1,6,4,4,4,180.0,25.0,3
5,8,18,17,21,10.0,8.0,2
1,4,5,5,5,162.0,13.0,3
1,3,97,18,157,60.0,10.0,3
1,11,4,4,4,180.0,20.0,3
2,15,5,5,29,100.0,12.0,3
1,5,2,2,2,72.0,10.0,2
6,18,30,18,36,5.0,2.0,1
1,8,19,18,22,40.0,5.0,1
1,9,4,4,4,25.0,5.0,1
1,17,4,4,4,270.0,20.0,4
2,11,9,9,11,140.0,8.0,3
1,23,65,56,88,20.0,5.0,1
1,7,7,7,7,60.0,8.0,2
1,8,7,7,7,62.0,10.0,2
1,7,8,8,10,80.0,10.0,3
7,13,26,25,40,32.0,5.0,1
1,1,2,2,2,160.0,10.0,3
1,12,6,6,64,85.0,10.0,3
1,11,4,4,4,190.0,20.0,3
1,17,4,4,4,145.0,16.0,3
1,5,4,4,4,42.0,9.0,2
1,7,4,4,4,175.0,20.0,4
2,13,1,1,16,65.0,8.0,2
